user_id,age,gender,city,platform,ad_type,ad_category,clicked,converted,spend_egp,timestamp,device_type,os,traffic_source,campaign_id,ad_id,ad_text,conversion_value_egp,impression_count_per_user
1354,40,F,Luxor,Instagram,Display,Fashion,0,0,7,2025-02-13 01:56:00,Mobile,iOS,Organic,1075,5073,Order online fast delivery,0,10
1355,47,F,Cairo,Instagram,Display,Travel,1,0,23,2025-02-11 03:22:00,Tablet,Android,Organic,1027,5083,Top-rated gadgets on sale,0,9
1356,31,F,Cairo,Facebook,Display,Food & Beverage,1,0,44,2025-03-06 01:55:00,Desktop,iOS,Social,1080,5077,Check our new collection,0,7
1357,26,M,Giza,Instagram,Video,Gaming,1,0,29,2025-02-05 20:47:00,Tablet,Windows,Paid,1065,5053,Limited offer!,0,8
1358,41,F,Alexandria,YouTube,Video,Fashion,0,0,22,2025-01-29 14:22:00,Mobile,iOS,Social,1030,5085,Top-rated gadgets on sale,0,2
1359,34,M,Cairo,Google Ads,Display,Travel,0,0,45,2025-01-08 00:14:00,Mobile,Android,Paid,1071,5082,Top-rated gadgets on sale,0,8
1360,31,F,Aswan,Google Ads,Display,Fashion,1,0,26,2025-01-16 10:16:00,Tablet,Windows,Paid,1075,5009,Book your travel today,0,5
1361,45,M,Giza,YouTube,Display,Fashion,0,0,39,2025-01-14 07:06:00,Mobile,Windows,Organic,1092,5096,Buy now and save 20%,703,3
1362,20,F,Cairo,Google Ads,Display,Fashion,0,1,14,2025-02-13 16:18:00,Tablet,Windows,Social,1086,5024,Check our new collection,0,8
1363,37,M,Aswan,Facebook,Display,Gaming,0,0,41,2025-02-13 02:50:00,Mobile,Windows,Organic,1079,5016,Limited offer!,0,9
1364,21,M,Cairo,Google Ads,Search,Food & Beverage,0,0,23,2025-01-11 12:17:00,Tablet,Android,Social,1094,5064,Order online fast delivery,0,10
1365,33,M,Cairo,Instagram,Search,Travel,0,1,9,2025-02-20 12:35:00,Desktop,iOS,Social,1057,5072,Order online fast delivery,0,4
1366,38,M,Luxor,Google Ads,Display,Food & Beverage,0,0,14,2025-03-03 23:41:00,Mobile,Android,Organic,1010,5091,Order online fast delivery,0,1
1367,30,M,Cairo,Instagram,Video,Food & Beverage,0,0,39,2025-01-28 15:27:00,Desktop,Windows,Paid,1039,5082,Top-rated gadgets on sale,692,10
1368,43,F,Cairo,Facebook,Search,Food & Beverage,0,0,41,2025-02-08 09:34:00,Mobile,Android,Social,1019,5016,Buy now and save 20%,0,4
1369,48,M,Cairo,Facebook,Display,Gaming,1,0,50,2025-03-08 17:33:00,Desktop,iOS,Organic,1033,5069,Order online fast delivery,1262,9
1370,20,F,Giza,Instagram,Display,Travel,0,0,36,2025-02-07 04:35:00,Mobile,iOS,Paid,1016,5069,Check our new collection,0,1
1371,51,M,Cairo,Google Ads,Search,Electronics,1,0,35,2025-01-31 03:18:00,Tablet,Android,Social,1052,5021,Book your travel today,608,3
1372,21,F,Giza,Facebook,Search,Food & Beverage,0,1,23,2025-02-21 07:38:00,Desktop,Windows,Organic,1053,5088,Limited offer!,854,9
1373,59,M,Luxor,Instagram,Display,Food & Beverage,1,1,40,2025-02-05 20:11:00,Tablet,iOS,Social,1029,5058,Buy now and save 20%,0,9
1374,49,M,Cairo,Instagram,Video,Electronics,1,0,44,2025-03-30 12:49:00,Mobile,Windows,Social,1013,5027,Book your travel today,0,2
1375,37,M,Giza,Facebook,Search,Travel,0,0,2,2025-03-06 07:14:00,Desktop,iOS,Paid,1040,5066,Order online fast delivery,0,5
1376,30,F,Luxor,Facebook,Display,Travel,1,0,50,2025-03-09 20:47:00,Tablet,iOS,Social,1025,5094,Check our new collection,0,10
1377,39,M,Alexandria,Instagram,Display,Food & Beverage,1,0,41,2025-01-13 18:56:00,Tablet,Windows,Organic,1045,5046,Order online fast delivery,0,2
1378,22,M,Luxor,Instagram,Display,Electronics,0,0,23,2025-03-18 05:57:00,Mobile,Windows,Organic,1077,5069,Top-rated gadgets on sale,0,9
1379,22,F,Giza,Instagram,Video,Travel,0,0,37,2025-01-22 14:06:00,Tablet,Windows,Organic,1005,5006,Check our new collection,0,1
1380,52,M,Cairo,Facebook,Display,Gaming,0,0,20,2025-03-15 00:16:00,Mobile,Android,Organic,1013,5027,Check our new collection,0,2
1381,44,F,Cairo,Google Ads,Video,Fashion,1,0,24,2025-02-03 01:52:00,Desktop,Windows,Organic,1025,5019,Book your travel today,0,3
1382,43,F,Alexandria,Google Ads,Display,Electronics,0,0,2,2025-03-08 05:50:00,Tablet,Android,Paid,1049,5060,Order online fast delivery,0,2
1383,20,F,Aswan,Instagram,Video,Food & Beverage,0,0,15,2025-01-12 19:32:00,Desktop,Windows,Organic,1042,5039,Limited offer!,0,10
1384,23,F,Alexandria,Google Ads,Search,Food & Beverage,0,0,2,2025-01-29 19:43:00,Desktop,Android,Paid,1071,5043,Limited offer!,0,2
1385,42,F,Cairo,Instagram,Search,Fashion,0,0,14,2025-02-27 07:10:00,Tablet,Windows,Social,1098,5002,Order online fast delivery,1910,6
1386,36,F,Alexandria,Instagram,Video,Electronics,0,1,44,2025-02-21 02:26:00,Desktop,iOS,Organic,1048,5083,Top-rated gadgets on sale,1080,5
1387,27,F,Mansoura,Facebook,Video,Electronics,1,0,31,2025-03-13 05:18:00,Mobile,Windows,Social,1019,5037,Order online fast delivery,0,9
1388,24,F,Cairo,YouTube,Display,Travel,1,0,42,2025-02-02 01:26:00,Desktop,iOS,Organic,1024,5045,Book your travel today,0,3
1389,34,M,Alexandria,Instagram,Video,Electronics,0,0,47,2025-02-05 14:51:00,Desktop,iOS,Organic,1079,5039,Order online fast delivery,0,2
1390,43,M,Alexandria,Facebook,Display,Electronics,1,0,46,2025-03-20 00:38:00,Tablet,Android,Paid,1048,5094,Check our new collection,0,8
1391,51,F,Alexandria,Facebook,Video,Food & Beverage,0,0,31,2025-01-15 18:46:00,Mobile,Android,Social,1048,5022,Buy now and save 20%,0,8
1392,49,F,Cairo,Facebook,Video,Gaming,1,0,24,2025-02-10 22:35:00,Mobile,Android,Organic,1010,5014,Limited offer!,0,4
1393,29,F,Alexandria,Google Ads,Display,Fashion,0,0,7,2025-01-09 20:12:00,Tablet,Android,Paid,1042,5037,Limited offer!,0,1
1394,48,M,Mansoura,Google Ads,Video,Travel,0,1,37,2025-02-19 21:50:00,Tablet,iOS,Paid,1046,5100,Limited offer!,0,6
1395,30,M,Cairo,Google Ads,Display,Electronics,0,0,22,2025-02-20 17:05:00,Tablet,Android,Organic,1050,5008,Order online fast delivery,0,9
1396,30,F,Alexandria,Facebook,Video,Fashion,0,0,8,2025-02-13 15:37:00,Desktop,Windows,Organic,1066,5093,Order online fast delivery,0,3
1397,26,F,Alexandria,Facebook,Display,Travel,0,0,38,2025-01-03 15:47:00,Tablet,Android,Paid,1067,5058,Limited offer!,0,3
1398,19,M,Giza,Google Ads,Video,Fashion,1,0,25,2025-01-12 21:29:00,Desktop,Android,Organic,1051,5081,Order online fast delivery,0,5
1399,20,F,Alexandria,Instagram,Display,Electronics,1,0,33,2025-02-13 20:41:00,Desktop,Windows,Organic,1015,5049,Book your travel today,0,2
1400,55,F,Alexandria,Facebook,Display,Fashion,0,1,17,2025-01-07 19:05:00,Tablet,iOS,Organic,1081,5016,Check our new collection,0,6
1401,19,F,Cairo,Google Ads,Display,Food & Beverage,0,0,5,2025-03-21 08:36:00,Tablet,Windows,Organic,1077,5050,Top-rated gadgets on sale,961,8
1402,50,F,Luxor,Facebook,Video,Food & Beverage,0,0,26,2025-01-22 19:17:00,Mobile,iOS,Organic,1060,5099,Order online fast delivery,0,7
1403,36,F,Mansoura,Facebook,Display,Fashion,0,0,35,2025-01-28 12:47:00,Mobile,Android,Social,1049,5070,Order online fast delivery,0,5
1404,30,F,Alexandria,Instagram,Video,Fashion,0,0,36,2025-02-27 06:41:00,Mobile,Windows,Paid,1051,5060,Order online fast delivery,0,3
1405,38,F,Cairo,YouTube,Display,Travel,0,0,38,2025-03-17 04:53:00,Desktop,Windows,Paid,1076,5027,Order online fast delivery,0,9
1406,48,M,Cairo,YouTube,Display,Fashion,0,1,49,2025-02-22 09:04:00,Mobile,iOS,Paid,1095,5046,Book your travel today,0,1
1407,47,F,Luxor,Instagram,Search,Travel,0,0,27,2025-01-09 19:25:00,Mobile,Android,Paid,1048,5026,Buy now and save 20%,0,6
1408,58,M,Cairo,Facebook,Display,Electronics,0,1,28,2025-01-21 11:57:00,Tablet,Windows,Paid,1072,5023,Buy now and save 20%,0,4
1409,57,M,Giza,YouTube,Display,Gaming,1,0,5,2025-03-24 07:15:00,Mobile,Android,Social,1072,5001,Top-rated gadgets on sale,0,3
1410,47,F,Cairo,Google Ads,Display,Fashion,0,0,33,2025-02-25 23:25:00,Desktop,Android,Paid,1092,5065,Buy now and save 20%,828,10
1411,31,M,Aswan,Google Ads,Display,Food & Beverage,0,0,5,2025-02-26 15:31:00,Tablet,Android,Social,1018,5034,Top-rated gadgets on sale,0,8
1412,41,F,Luxor,Facebook,Search,Fashion,1,0,38,2025-03-10 11:16:00,Mobile,Windows,Organic,1020,5060,Book your travel today,0,9
1413,29,M,Mansoura,Facebook,Search,Food & Beverage,0,0,42,2025-03-03 00:16:00,Desktop,Android,Paid,1074,5035,Top-rated gadgets on sale,0,5
1414,25,M,Aswan,YouTube,Video,Fashion,0,0,19,2025-03-12 20:14:00,Tablet,Android,Paid,1081,5082,Order online fast delivery,1067,4
1415,33,F,Alexandria,YouTube,Search,Fashion,0,1,6,2025-02-24 19:18:00,Tablet,Android,Social,1008,5089,Order online fast delivery,0,7
1416,42,F,Cairo,Instagram,Video,Gaming,0,1,2,2025-03-27 23:23:00,Mobile,iOS,Organic,1025,5028,Check our new collection,0,9
1417,34,M,Cairo,Instagram,Video,Gaming,1,0,20,2025-03-17 08:02:00,Desktop,Windows,Social,1019,5034,Buy now and save 20%,0,6
1418,59,M,Giza,Google Ads,Display,Travel,0,0,26,2025-03-17 15:42:00,Mobile,iOS,Paid,1052,5007,Order online fast delivery,0,3
1419,51,M,Luxor,Instagram,Video,Gaming,1,1,6,2025-02-23 18:05:00,Mobile,iOS,Social,1013,5087,Order online fast delivery,560,10
1420,28,M,Giza,Google Ads,Display,Electronics,0,0,46,2025-01-14 13:11:00,Desktop,Windows,Social,1064,5057,Top-rated gadgets on sale,0,8
1421,42,M,Giza,Facebook,Display,Gaming,0,0,17,2025-02-23 00:54:00,Mobile,Windows,Social,1078,5081,Top-rated gadgets on sale,0,7
1422,39,M,Aswan,Google Ads,Display,Fashion,0,0,4,2025-03-13 16:52:00,Tablet,iOS,Paid,1012,5048,Book your travel today,0,10
1423,30,F,Aswan,Facebook,Search,Food & Beverage,1,0,44,2025-03-02 04:25:00,Desktop,iOS,Organic,1019,5050,Book your travel today,1753,6
1424,37,F,Cairo,Facebook,Display,Travel,1,0,15,2025-03-30 21:19:00,Mobile,Android,Social,1047,5012,Limited offer!,0,2
1425,60,M,Aswan,Google Ads,Video,Fashion,0,1,33,2025-01-03 13:04:00,Mobile,Windows,Paid,1042,5029,Check our new collection,0,1
1426,39,F,Cairo,Google Ads,Search,Electronics,0,0,5,2025-03-24 15:11:00,Tablet,Android,Social,1024,5097,Check our new collection,0,6
1427,55,F,Aswan,Facebook,Display,Fashion,0,0,3,2025-01-22 19:42:00,Mobile,Android,Organic,1018,5014,Limited offer!,0,9
1428,19,M,Cairo,Facebook,Display,Food & Beverage,0,1,43,2025-01-31 05:59:00,Tablet,Android,Social,1043,5036,Top-rated gadgets on sale,0,2
1429,25,F,Mansoura,Facebook,Search,Food & Beverage,0,0,11,2025-02-06 01:23:00,Tablet,Android,Paid,1025,5025,Buy now and save 20%,0,10
1430,57,M,Luxor,Facebook,Search,Electronics,1,1,20,2025-03-14 20:04:00,Mobile,Android,Organic,1045,5097,Buy now and save 20%,0,3
1431,45,F,Luxor,Facebook,Display,Gaming,1,0,28,2025-01-17 10:36:00,Tablet,iOS,Social,1052,5085,Check our new collection,0,2
1432,59,M,Cairo,Instagram,Display,Fashion,0,0,25,2025-01-20 08:27:00,Desktop,Android,Paid,1001,5071,Order online fast delivery,0,7
1433,40,F,Cairo,Facebook,Search,Travel,0,0,12,2025-01-24 16:39:00,Tablet,Android,Social,1035,5067,Book your travel today,0,4
1434,51,F,Cairo,YouTube,Display,Food & Beverage,0,0,42,2025-03-27 09:06:00,Tablet,Windows,Organic,1003,5100,Check our new collection,0,7
1435,50,M,Giza,Instagram,Video,Fashion,0,0,12,2025-03-16 14:50:00,Desktop,Android,Paid,1098,5019,Order online fast delivery,0,4
1436,23,F,Alexandria,Facebook,Video,Fashion,0,0,28,2025-01-17 15:45:00,Desktop,iOS,Organic,1029,5027,Check our new collection,0,5
1437,40,M,Giza,YouTube,Display,Food & Beverage,0,0,46,2025-01-16 15:18:00,Desktop,Windows,Paid,1088,5068,Book your travel today,1435,7
1438,46,M,Giza,Google Ads,Display,Gaming,1,0,27,2025-01-31 03:38:00,Tablet,Android,Paid,1086,5002,Check our new collection,0,3
1439,28,F,Cairo,Google Ads,Video,Fashion,0,0,21,2025-03-11 10:25:00,Mobile,iOS,Paid,1005,5054,Order online fast delivery,427,2
1440,42,F,Alexandria,Google Ads,Search,Travel,0,0,45,2025-03-28 05:27:00,Desktop,Windows,Paid,1029,5080,Limited offer!,0,8
1441,21,M,Cairo,Instagram,Display,Food & Beverage,0,0,22,2025-01-24 06:58:00,Tablet,Android,Organic,1051,5082,Limited offer!,0,7
1442,51,M,Cairo,Google Ads,Display,Food & Beverage,1,0,25,2025-01-11 23:35:00,Mobile,Windows,Social,1064,5067,Book your travel today,0,7
1443,24,F,Cairo,Instagram,Video,Food & Beverage,0,0,14,2025-02-18 21:57:00,Desktop,Windows,Organic,1084,5019,Top-rated gadgets on sale,0,9
1444,29,M,Giza,YouTube,Display,Food & Beverage,0,0,37,2025-01-18 21:45:00,Tablet,Windows,Paid,1045,5097,Top-rated gadgets on sale,0,2
1445,21,M,Cairo,Instagram,Display,Food & Beverage,1,0,28,2025-02-03 08:28:00,Mobile,iOS,Paid,1038,5026,Limited offer!,0,8
1446,42,M,Cairo,Facebook,Search,Gaming,0,0,5,2025-01-21 16:15:00,Tablet,Windows,Social,1024,5017,Buy now and save 20%,0,9
1447,23,M,Alexandria,Google Ads,Video,Gaming,0,0,34,2025-03-29 14:15:00,Tablet,iOS,Organic,1023,5022,Limited offer!,1766,8
1448,23,F,Cairo,Facebook,Search,Travel,1,0,33,2025-02-22 10:29:00,Desktop,Windows,Paid,1090,5018,Top-rated gadgets on sale,0,3
1449,44,F,Giza,YouTube,Search,Food & Beverage,0,0,49,2025-03-15 02:39:00,Tablet,iOS,Social,1028,5014,Book your travel today,1913,10
1450,28,M,Cairo,Google Ads,Display,Food & Beverage,1,0,2,2025-01-27 04:11:00,Mobile,iOS,Paid,1023,5074,Buy now and save 20%,0,10
1451,59,F,Alexandria,Facebook,Search,Gaming,1,0,26,2025-01-23 06:11:00,Desktop,Windows,Social,1081,5064,Buy now and save 20%,0,9
1452,35,F,Cairo,Instagram,Display,Gaming,0,0,6,2025-03-13 16:26:00,Tablet,Windows,Social,1085,5035,Top-rated gadgets on sale,0,1
1453,42,M,Giza,YouTube,Video,Fashion,1,0,3,2025-02-04 18:41:00,Tablet,Windows,Organic,1087,5098,Top-rated gadgets on sale,0,7
1454,48,M,Alexandria,Facebook,Video,Food & Beverage,0,0,35,2025-02-21 18:05:00,Tablet,iOS,Paid,1074,5075,Check our new collection,0,5
1455,46,M,Giza,YouTube,Display,Food & Beverage,0,1,37,2025-03-19 01:19:00,Desktop,Android,Paid,1038,5053,Check our new collection,0,5
1456,43,F,Alexandria,YouTube,Display,Fashion,0,0,28,2025-02-20 13:51:00,Tablet,iOS,Organic,1086,5086,Limited offer!,0,2
1457,48,M,Luxor,YouTube,Search,Gaming,0,0,4,2025-01-07 04:10:00,Tablet,iOS,Paid,1028,5096,Book your travel today,0,4
1458,55,M,Alexandria,Facebook,Display,Electronics,1,0,40,2025-02-25 01:39:00,Tablet,Windows,Organic,1057,5091,Book your travel today,0,7
1459,34,F,Mansoura,Google Ads,Search,Electronics,0,0,27,2025-02-15 08:57:00,Desktop,Windows,Organic,1077,5074,Order online fast delivery,477,10
1460,33,F,Alexandria,Facebook,Display,Food & Beverage,0,1,9,2025-01-20 17:37:00,Mobile,Android,Social,1035,5078,Check our new collection,0,8
1461,49,M,Alexandria,Facebook,Display,Food & Beverage,0,0,43,2025-02-02 08:21:00,Mobile,Windows,Organic,1051,5089,Limited offer!,0,6
1462,55,M,Luxor,Instagram,Display,Travel,0,0,18,2025-02-11 05:30:00,Mobile,Android,Social,1097,5077,Top-rated gadgets on sale,0,3
1463,46,F,Mansoura,Google Ads,Video,Fashion,0,0,20,2025-02-07 08:08:00,Mobile,Windows,Social,1084,5093,Top-rated gadgets on sale,0,4
1464,40,F,Giza,YouTube,Video,Fashion,0,1,16,2025-02-07 16:52:00,Tablet,Windows,Social,1062,5098,Buy now and save 20%,0,1
1465,43,F,Cairo,Instagram,Video,Food & Beverage,1,0,18,2025-03-27 07:50:00,Desktop,iOS,Social,1059,5100,Book your travel today,0,10
1466,18,M,Giza,Instagram,Display,Food & Beverage,1,1,16,2025-02-24 04:08:00,Tablet,Android,Paid,1100,5065,Limited offer!,0,1
1467,60,F,Alexandria,Instagram,Search,Food & Beverage,0,0,40,2025-01-06 12:05:00,Tablet,Windows,Paid,1099,5083,Book your travel today,0,6
1468,31,F,Aswan,Facebook,Video,Gaming,0,0,25,2025-02-08 01:36:00,Desktop,iOS,Organic,1077,5061,Book your travel today,0,6
1469,38,M,Cairo,YouTube,Display,Electronics,1,0,46,2025-03-02 14:49:00,Mobile,Windows,Paid,1005,5077,Check our new collection,0,8
1470,27,F,Giza,Google Ads,Display,Gaming,1,0,20,2025-01-15 03:53:00,Mobile,Android,Paid,1035,5039,Buy now and save 20%,0,2
1471,59,F,Cairo,Facebook,Search,Food & Beverage,0,0,31,2025-03-27 11:18:00,Tablet,iOS,Paid,1087,5039,Limited offer!,0,4
1472,50,M,Cairo,Facebook,Video,Fashion,0,0,41,2025-03-07 06:28:00,Desktop,Windows,Organic,1036,5000,Book your travel today,0,8
1473,52,M,Aswan,Instagram,Display,Fashion,0,0,36,2025-03-30 23:56:00,Desktop,Android,Organic,1006,5079,Buy now and save 20%,0,9
1474,56,F,Cairo,Google Ads,Display,Electronics,0,0,15,2025-03-29 11:48:00,Mobile,Android,Paid,1045,5082,Check our new collection,0,6
1475,21,M,Luxor,Google Ads,Video,Gaming,1,0,16,2025-03-01 07:49:00,Desktop,iOS,Paid,1074,5083,Order online fast delivery,0,7
1476,54,F,Mansoura,Instagram,Display,Fashion,0,0,3,2025-01-17 00:23:00,Tablet,Android,Organic,1042,5039,Check our new collection,0,5
1477,50,F,Giza,Instagram,Video,Electronics,0,0,9,2025-03-31 19:58:00,Mobile,Android,Paid,1047,5020,Buy now and save 20%,0,7
1478,51,M,Alexandria,YouTube,Video,Food & Beverage,1,0,41,2025-01-16 15:54:00,Mobile,iOS,Social,1063,5018,Order online fast delivery,0,2
1479,50,F,Cairo,Facebook,Display,Travel,0,0,32,2025-02-12 21:02:00,Desktop,Windows,Social,1009,5014,Buy now and save 20%,0,6
1480,47,F,Alexandria,Google Ads,Display,Fashion,0,0,13,2025-02-23 17:33:00,Desktop,iOS,Paid,1028,5027,Top-rated gadgets on sale,0,7
1481,27,M,Alexandria,Instagram,Display,Fashion,1,0,31,2025-01-16 12:55:00,Desktop,Android,Social,1036,5051,Order online fast delivery,0,3
1482,49,F,Cairo,Facebook,Display,Electronics,0,0,18,2025-01-31 22:25:00,Desktop,Windows,Social,1074,5061,Buy now and save 20%,0,7
1483,44,F,Aswan,Google Ads,Display,Gaming,0,0,28,2025-03-15 02:10:00,Desktop,Android,Organic,1039,5060,Check our new collection,0,1
1484,57,F,Giza,Facebook,Search,Food & Beverage,0,1,15,2025-01-25 14:33:00,Tablet,Windows,Paid,1002,5052,Book your travel today,0,8
1485,39,M,Cairo,Instagram,Display,Gaming,0,0,28,2025-02-08 02:01:00,Desktop,Android,Organic,1059,5034,Check our new collection,0,1
1486,25,M,Alexandria,Facebook,Video,Food & Beverage,0,0,42,2025-03-26 14:19:00,Desktop,iOS,Social,1089,5033,Limited offer!,0,5
1487,46,M,Giza,Instagram,Display,Food & Beverage,0,0,30,2025-03-10 04:16:00,Mobile,Android,Paid,1029,5070,Top-rated gadgets on sale,0,8
1488,30,F,Cairo,Google Ads,Display,Gaming,0,0,25,2025-01-14 00:31:00,Desktop,Android,Social,1078,5055,Limited offer!,0,3
1489,55,M,Alexandria,Google Ads,Search,Food & Beverage,1,0,32,2025-01-26 12:34:00,Desktop,iOS,Organic,1083,5039,Book your travel today,0,8
1490,29,M,Luxor,Instagram,Display,Food & Beverage,1,0,44,2025-01-25 22:33:00,Mobile,iOS,Organic,1056,5020,Buy now and save 20%,0,2
1491,51,F,Mansoura,YouTube,Video,Gaming,1,0,14,2025-02-02 14:30:00,Desktop,Windows,Organic,1068,5010,Check our new collection,0,7
1492,24,M,Aswan,Instagram,Search,Gaming,0,0,50,2025-03-21 16:12:00,Tablet,iOS,Social,1089,5010,Top-rated gadgets on sale,0,6
1493,59,F,Cairo,Facebook,Video,Travel,0,0,31,2025-03-17 01:10:00,Tablet,Android,Paid,1066,5079,Check our new collection,0,6
1494,28,M,Cairo,Instagram,Search,Electronics,1,0,50,2025-02-10 21:00:00,Mobile,Android,Social,1073,5080,Check our new collection,0,5
1495,47,F,Luxor,Facebook,Display,Fashion,0,0,27,2025-03-19 06:19:00,Mobile,Windows,Paid,1065,5077,Order online fast delivery,1075,9
1496,45,M,Luxor,YouTube,Video,Food & Beverage,1,0,36,2025-01-18 10:54:00,Desktop,iOS,Organic,1028,5069,Check our new collection,0,5
1497,37,F,Aswan,Google Ads,Display,Travel,0,0,8,2025-03-23 21:17:00,Tablet,iOS,Organic,1024,5009,Check our new collection,0,2
1498,31,F,Cairo,Facebook,Display,Electronics,1,0,37,2025-01-07 17:44:00,Desktop,Windows,Social,1050,5072,Top-rated gadgets on sale,0,5
1499,18,M,Luxor,Facebook,Display,Fashion,0,0,9,2025-01-10 20:05:00,Tablet,Android,Social,1092,5099,Book your travel today,0,7
1500,46,M,Cairo,Instagram,Display,Food & Beverage,1,0,11,2025-02-07 22:24:00,Tablet,Windows,Social,1081,5052,Order online fast delivery,0,9
1501,26,F,Giza,Instagram,Display,Gaming,0,0,32,2025-02-26 18:18:00,Tablet,Android,Social,1081,5035,Book your travel today,1613,1
1502,24,F,Cairo,YouTube,Display,Food & Beverage,1,0,16,2025-02-02 01:27:00,Tablet,Android,Paid,1044,5069,Order online fast delivery,0,7
1503,48,F,Cairo,Facebook,Video,Gaming,1,0,17,2025-01-26 18:20:00,Tablet,Windows,Social,1068,5054,Order online fast delivery,757,9
1504,49,F,Mansoura,Google Ads,Display,Food & Beverage,1,0,26,2025-03-12 13:34:00,Mobile,Android,Organic,1006,5080,Book your travel today,0,6
1505,25,M,Alexandria,Google Ads,Display,Food & Beverage,1,0,20,2025-03-02 12:43:00,Desktop,iOS,Organic,1022,5035,Book your travel today,0,3
1506,19,F,Cairo,Google Ads,Display,Travel,0,0,45,2025-01-24 04:00:00,Mobile,iOS,Paid,1016,5020,Buy now and save 20%,1886,10
1507,33,M,Aswan,YouTube,Display,Gaming,1,0,11,2025-02-05 02:31:00,Tablet,Windows,Organic,1081,5056,Book your travel today,0,7
1508,44,M,Mansoura,YouTube,Search,Electronics,0,0,34,2025-03-03 12:52:00,Desktop,Android,Organic,1071,5069,Limited offer!,0,6
1509,49,F,Mansoura,Instagram,Display,Electronics,0,0,48,2025-02-19 15:56:00,Desktop,Android,Social,1037,5027,Check our new collection,0,7
1510,24,M,Aswan,Instagram,Video,Fashion,0,0,19,2025-01-19 13:04:00,Tablet,Android,Organic,1052,5066,Limited offer!,1615,4
1511,45,F,Giza,YouTube,Video,Food & Beverage,0,0,26,2025-02-23 10:05:00,Tablet,iOS,Social,1013,5079,Book your travel today,0,10
1512,42,F,Aswan,Facebook,Search,Food & Beverage,0,0,2,2025-02-20 12:55:00,Desktop,Windows,Organic,1054,5066,Buy now and save 20%,0,4
1513,34,F,Luxor,YouTube,Video,Food & Beverage,1,0,28,2025-01-12 12:21:00,Mobile,Windows,Social,1071,5023,Top-rated gadgets on sale,0,9
1514,31,F,Luxor,Google Ads,Display,Food & Beverage,0,0,13,2025-02-07 18:02:00,Desktop,iOS,Paid,1080,5017,Buy now and save 20%,0,10
1515,60,M,Cairo,Facebook,Video,Gaming,0,0,2,2025-03-27 20:10:00,Desktop,Windows,Social,1012,5034,Buy now and save 20%,0,4
1516,22,F,Luxor,YouTube,Search,Electronics,0,0,37,2025-02-09 14:43:00,Desktop,iOS,Paid,1015,5028,Buy now and save 20%,0,5
1517,19,F,Mansoura,Facebook,Video,Electronics,1,0,12,2025-03-20 22:35:00,Desktop,iOS,Organic,1074,5013,Top-rated gadgets on sale,0,1
1518,19,F,Giza,Facebook,Display,Electronics,0,0,4,2025-03-23 20:18:00,Tablet,Android,Social,1032,5022,Top-rated gadgets on sale,181,10
1519,20,M,Giza,Facebook,Display,Food & Beverage,1,0,40,2025-02-21 15:48:00,Mobile,Windows,Paid,1090,5066,Order online fast delivery,0,8
1520,43,M,Cairo,Instagram,Video,Travel,0,0,47,2025-01-09 11:18:00,Desktop,Windows,Social,1005,5025,Buy now and save 20%,0,5
1521,41,F,Luxor,Facebook,Display,Fashion,1,0,20,2025-03-25 14:08:00,Mobile,Windows,Organic,1051,5022,Order online fast delivery,0,9
1522,40,F,Luxor,Facebook,Display,Fashion,0,0,17,2025-03-28 23:33:00,Tablet,iOS,Paid,1024,5084,Limited offer!,0,2
1523,35,M,Cairo,Google Ads,Video,Travel,0,0,38,2025-02-21 13:33:00,Tablet,iOS,Organic,1043,5037,Buy now and save 20%,0,5
1524,54,F,Alexandria,Facebook,Display,Fashion,0,0,6,2025-03-30 17:25:00,Desktop,Android,Social,1003,5039,Buy now and save 20%,0,4
1525,20,F,Cairo,Facebook,Video,Gaming,0,0,43,2025-02-07 14:01:00,Tablet,Windows,Social,1096,5082,Top-rated gadgets on sale,0,8
1526,24,M,Alexandria,Facebook,Video,Electronics,0,0,42,2025-01-21 18:59:00,Tablet,iOS,Organic,1061,5027,Check our new collection,0,3
1527,41,M,Cairo,Instagram,Display,Gaming,1,0,37,2025-01-17 05:00:00,Tablet,Android,Social,1044,5076,Top-rated gadgets on sale,375,10
1528,50,F,Mansoura,Facebook,Video,Gaming,1,0,45,2025-01-20 14:48:00,Desktop,Windows,Social,1041,5049,Top-rated gadgets on sale,1817,2
1529,25,F,Luxor,Facebook,Search,Food & Beverage,0,0,11,2025-03-25 19:26:00,Desktop,Windows,Organic,1068,5084,Order online fast delivery,0,6
1530,43,M,Cairo,Facebook,Video,Travel,0,0,12,2025-03-20 20:46:00,Desktop,Android,Paid,1063,5023,Book your travel today,770,10
1531,29,M,Cairo,Facebook,Search,Fashion,0,1,26,2025-03-07 06:26:00,Desktop,Android,Paid,1059,5074,Check our new collection,0,2
1532,43,M,Cairo,Facebook,Search,Food & Beverage,1,0,14,2025-03-23 15:56:00,Desktop,iOS,Paid,1077,5073,Order online fast delivery,0,10
1533,18,F,Mansoura,Instagram,Video,Electronics,0,1,16,2025-01-25 06:28:00,Mobile,Windows,Organic,1080,5051,Check our new collection,0,1
1534,32,M,Alexandria,Facebook,Video,Gaming,0,0,31,2025-02-05 12:15:00,Tablet,Windows,Social,1008,5033,Order online fast delivery,0,10
1535,53,M,Cairo,Facebook,Display,Food & Beverage,1,1,16,2025-02-24 13:56:00,Mobile,iOS,Organic,1064,5080,Order online fast delivery,0,1
